event,horizon,dispersion_regime,pair,event_count,mean_forward_return,median_forward_return,standard_error,t_statistic,directional_probability,p25,p50,p75
london_body_extreme_up,4,not_applicable,AUDUSD,34570,-0.039263038593589226,0.0,0.007999353434132862,-4.908276514706263,0.4534567544113393,-0.7217357865912799,0.0,0.6773609931142135
london_body_extreme_up,4,not_applicable,CADJPY,34931,0.00014560942253171016,0.0,0.007306443993836097,0.019928904218597995,0.47235979502447684,-0.6723476065211358,0.0,0.6740604186137775
london_body_extreme_up,4,not_applicable,CHFJPY,34801,-0.006420258562156103,0.0,0.0070864667692304975,-0.9059886642004621,0.46214189247435417,-0.6389360394890868,0.0,0.6252774698061075
london_body_extreme_up,4,not_applicable,EURAUD,67740,0.020813476132893673,0.0,0.005274620168959847,3.945966812051622,0.461263655152052,-0.6475500862944829,0.0,0.6351940743774481
london_body_extreme_up,4,not_applicable,EURGBP,40746,-0.0014915684727784333,0.0,0.007552549493825442,-0.197492048744316,0.45837628233446226,-0.6265470750376825,0.0,0.5763092889216274
london_body_extreme_up,4,not_applicable,EURJPY,33207,0.015379023779753384,0.0,0.007831653114186633,1.9637008375530678,0.4747794139789803,-0.6284088130970834,0.0,0.6644112025912956
london_body_extreme_up,4,not_applicable,EURUSD,33336,-0.0028811421425084796,0.0,0.008555811167715088,-0.3367468129007242,0.4631929445644348,-0.6504434993916158,0.0,0.6338052156699341
london_body_extreme_up,4,not_applicable,GBPAUD,37496,0.013537543853928764,0.0,0.007195261688322354,1.8814526059420051,0.4702901642841903,-0.6687501487290389,0.0,0.6595537726492846
london_body_extreme_up,4,not_applicable,GBPJPY,36779,0.017736187876283192,0.0,0.007239054418974744,2.4500696983011685,0.4772016639930395,-0.6380043236929197,0.0,0.6720246705882174
london_body_extreme_up,4,not_applicable,GBPUSD,37718,0.007554835483002936,0.0,0.00780463527118799,0.9679934065455654,0.4707036428230553,-0.6583518569781064,0.0,0.6580063921353083
london_body_extreme_up,4,not_applicable,NZDUSD,33753,-0.014238726157430744,0.0,0.008048578553640131,-1.7690982404577507,0.4603738926910201,-0.7306586692379315,0.0,0.6914857696456526
london_body_extreme_up,4,not_applicable,USDCAD,39508,0.007578412101382363,0.0,0.007650507028952143,0.9905764510382191,0.46689278120886907,-0.6921228482374824,0.0,0.6883656697037291
london_body_extreme_up,4,not_applicable,USDCHF,43687,-0.0030322818479693765,0.0,0.012626167921297466,-0.2401585237001805,0.47357337423032025,-0.645416282788192,0.0,0.6825995773483756
london_body_extreme_up,4,not_applicable,USDJPY,35772,0.026062942530069848,0.0,0.008021056191672466,3.2493155399071547,0.47928547467292854,-0.6488160421406998,0.0,0.7142392874676488
m15_shock_up_1_5_2_0,8,not_applicable,AUDJPY,993,0.006882103139104553,-0.0962226945891632,0.09310473051642702,0.07391786755550839,0.4813695871097684,-1.3704698887053512,-0.0962226945891632,1.2533160898210416
m15_shock_up_1_5_2_0,8,not_applicable,AUDUSD,1265,-0.023315438130967897,-0.0706702298375566,0.06932966476597156,-0.3362981518758417,0.4853754940711462,-1.3585602480917218,-0.0706702298375566,1.242821370166716
m15_shock_up_1_5_2_0,8,not_applicable,CADJPY,1161,-0.006446199432908499,-0.1600291521750499,0.07574852979976386,-0.08509999401900727,0.47459086993970717,-1.3836476397775312,-0.1600291521750499,1.3015560607163166
m15_shock_up_1_5_2_0,8,not_applicable,CHFJPY,1200,-0.0033389759819346487,-0.09995163812999935,0.07059290699548723,-0.04729902937908618,0.4816666666666667,-1.3773257532692003,-0.09995163812999935,1.2346669682451787
m15_shock_up_1_5_2_0,8,not_applicable,EURAUD,1188,-0.0405573454186361,-0.13398421004684646,0.07775720984854737,-0.5215895155913156,0.4713804713804714,-1.3745848140466443,-0.13398421004684646,1.254925060853352
m15_shock_up_1_5_2_0,8,not_applicable,EURGBP,1368,-0.00384763295423195,-0.114953427332108,0.08834773236105296,-0.04355100975888922,0.4722222222222222,-1.5059637853774006,-0.114953427332108,1.6036396064578877
m15_shock_up_1_5_2_0,8,not_applicable,EURJPY,1260,0.056943745400741784,0.0,0.08562667337600612,0.6650234460316927,0.49523809523809526,-1.219950794625571,0.0,1.2994791335903215
m15_shock_up_1_5_2_0,8,not_applicable,EURUSD,1439,-0.1798929970545346,-0.2024519829212246,0.08060866619762114,-2.231683087442569,0.45587213342599026,-1.6364983896619023,-0.2024519829212246,1.2270778188665927
m15_shock_up_1_5_2_0,8,not_applicable,GBPAUD,1190,0.015876818094651555,-0.12468710362240004,0.07080712488150319,0.22422627837553993,0.46974789915966386,-1.2909104144765944,-0.12468710362240004,1.2261192525585753
m15_shock_up_1_5_2_0,8,not_applicable,GBPJPY,1187,0.02932968545814018,-0.0993312155906391,0.08032440328531973,0.3651404088737319,0.4734625105307498,-1.304691774591649,-0.0993312155906391,1.2045249234294166
m15_shock_up_1_5_2_0,8,not_applicable,GBPUSD,1548,-0.1402476901380142,-0.2014837044110692,0.08074078993163442,-1.7370116177556103,0.4560723514211886,-1.7589104876782,-0.2014837044110692,1.3223331246464
m15_shock_up_1_5_2_0,8,not_applicable,NZDUSD,1342,-0.11576696021724386,-0.11557874241517005,0.07478681349746005,-1.5479595239229653,0.4761549925484352,-1.3424324996044283,-0.11557874241517005,1.2054767447677237
m15_shock_up_1_5_2_0,8,not_applicable,USDCAD,1666,-0.12750307454065474,-0.0802150381152778,0.06826506015101284,-1.8677647724706938,0.4819927971188475,-1.592077724396244,-0.0802150381152778,1.4056934060045017
m15_shock_up_1_5_2_0,8,not_applicable,USDCHF,1501,-0.10960936127473857,-0.031875556501019,0.15941070029287713,-0.6875909902745481,0.49100599600266487,-1.458048785970158,-0.031875556501019,1.4614758415144575
m15_shock_up_1_5_2_0,8,not_applicable,USDJPY,1260,0.1264610844386418,0.0,0.0825963152393829,1.5310741656226288,0.4992063492063492,-1.2198211913705332,0.0,1.3138521926750553
atr_expansion,16,not_applicable,AUDJPY,31939,0.04584434880363397,0.1294776159646798,0.013439725100057545,3.411107627747362,0.5272550799962429,-1.1873097065170664,0.1294776159646798,1.4009497269786988
